#secs; exec/s; paths; p_pend; favs; crash; kasan; tmout; lvls; cycles; f_pend; exec; edges
000000;0;0;0;0;0;0;0;0;0;0;0;0
000018;0;0;0;0;0;0;0;0;0;0;0;0
000024;0;2;2;2;0;0;0;0;0;2;4;21918
000030;0;4;4;3;0;0;0;0;0;3;8;21920
000035;0;6;6;4;0;0;0;0;0;4;12;21921
000041;0;8;8;4;0;0;0;0;0;4;16;21921
000047;0;10;10;5;0;0;0;0;0;5;20;21941
000052;0;12;12;5;0;0;0;0;0;5;24;21941
000058;0;14;14;5;0;0;0;0;0;5;28;21941
000064;0;16;16;6;0;0;0;0;0;6;32;21942
000069;0;18;18;6;0;0;0;0;0;6;36;21942
000075;0;20;20;6;0;0;0;0;0;6;40;21942
000080;0;22;22;6;0;0;0;0;0;6;44;21942
000086;0;24;24;6;0;0;0;0;0;6;48;21942
000092;0;26;26;7;0;0;0;0;0;7;52;21943
000097;0;28;28;7;0;0;0;0;0;7;56;21943
000103;0;30;30;7;0;0;0;0;0;7;60;21943
000109;0;32;32;7;0;0;0;0;0;7;64;21943
000114;0;34;34;8;0;0;0;0;0;8;68;21944
000121;0;36;36;8;0;0;0;0;0;8;73;21944
000127;0;37;37;8;0;0;0;0;0;8;77;21944
000133;0;38;38;8;0;0;0;0;0;8;81;21944
000138;0;40;40;8;0;0;0;0;0;8;85;21944
000144;0;41;41;8;0;0;0;0;0;8;89;21944
000150;0;42;42;8;0;0;0;0;0;8;93;21944
000155;0;44;44;8;0;0;0;0;0;8;97;21944
000161;0;45;45;8;0;0;0;0;0;8;101;21944
000167;0;46;46;9;0;0;0;0;0;9;105;21949
000172;0;48;48;9;0;0;0;0;0;9;109;21949
000179;0;49;49;9;0;0;0;0;0;9;114;21949
000185;0;51;51;9;0;0;0;0;0;9;118;21949
000191;0;53;53;9;0;0;0;0;0;9;122;21949
000198;0;54;54;9;0;0;0;0;0;9;127;21949
000203;0;56;56;9;0;0;0;0;0;9;131;21949
000209;0;58;58;9;0;0;0;0;0;9;135;21949
000215;0;59;59;9;0;0;0;0;0;9;139;21949
000220;0;60;60;9;0;0;0;0;0;9;143;21949
000227;0;61;61;9;0;0;0;0;0;9;148;21949
000233;0;61;61;9;0;0;0;0;0;9;152;21949
000239;0;63;63;9;0;0;0;0;0;9;156;21949
000244;0;63;63;9;0;0;0;0;0;9;160;21949
000250;0;63;63;9;0;0;0;0;0;9;164;21949
000256;0;64;64;9;0;0;0;0;0;9;168;21949
000261;0;66;66;9;0;0;0;0;0;9;172;21949
000267;0;67;67;9;0;0;0;0;0;9;176;21949
000273;0;67;67;9;0;0;0;0;0;9;180;21949
000278;0;69;69;9;0;0;0;0;0;9;184;21949
000284;0;71;71;9;0;0;0;0;0;9;188;21949
000291;0;72;72;9;0;0;0;0;0;9;193;21949
000298;0;73;73;9;0;0;0;0;0;9;198;21949
000304;0;74;74;9;0;0;0;0;0;9;202;21949
000309;0;75;75;9;0;0;0;0;0;9;206;21949
000315;0;77;77;9;0;0;0;0;0;9;210;21949
000321;0;78;78;9;0;0;0;0;0;9;214;21949
000327;0;79;79;9;0;0;0;0;0;9;218;21949
000332;0;80;80;9;0;0;0;0;0;9;222;21949
000339;0;81;81;9;0;0;0;0;0;9;227;21949
000345;0;82;82;9;0;0;0;0;0;9;231;21949
000351;0;83;83;9;0;0;0;0;0;9;235;21949
000356;0;85;85;9;0;0;0;0;0;9;239;21949
000362;0;86;86;9;0;0;0;0;0;9;243;21949
000368;0;88;88;9;0;0;0;0;0;9;247;21949
000373;0;88;88;9;0;0;0;0;0;9;251;21949
000380;0;88;88;9;0;0;0;0;0;9;256;21949
000387;0;89;89;9;0;0;0;0;0;9;261;21949
000393;0;91;91;9;0;0;0;0;0;9;265;21949
000399;0;91;91;9;0;0;0;0;0;9;269;21949
000406;0;93;93;9;0;0;0;0;0;9;274;21949
000413;0;95;95;10;0;0;0;0;0;10;279;21950
000418;0;96;96;10;0;0;0;0;0;10;283;21950
000424;0;96;96;10;0;0;0;0;0;10;287;21950
000430;0;97;97;10;0;0;0;0;0;10;291;21950
000435;0;98;98;10;0;0;0;0;0;10;295;21950
000442;0;98;98;10;0;0;0;0;0;10;300;21950
000448;0;100;100;10;0;0;0;0;0;10;304;21950
000455;0;102;102;10;0;0;0;0;0;10;309;21950
000461;0;102;102;10;0;0;0;0;0;10;313;21950
000466;0;103;103;10;0;0;0;0;0;10;317;21950
000472;0;104;104;10;0;0;0;0;0;10;321;21950
000478;0;105;105;10;0;0;0;0;0;10;325;21950
000483;0;106;106;10;0;0;0;0;0;10;329;21950
000489;0;107;107;10;0;0;0;0;0;10;333;21950
000495;0;107;107;10;0;0;0;0;0;10;337;21950
000500;0;107;107;10;0;0;0;0;0;10;341;21950
000506;0;107;107;10;0;0;0;0;0;10;345;21950
000511;0;108;108;10;0;0;0;0;0;10;349;21950
000518;0;109;109;10;0;0;0;0;0;10;354;21950
000525;0;110;110;10;0;0;0;0;0;10;359;21950
000533;0;111;111;10;0;0;0;0;0;10;364;21950
000540;0;112;112;10;0;0;0;0;0;10;369;21950
000545;0;113;113;10;0;0;0;0;0;10;373;21950
000551;0;114;114;10;0;0;0;0;0;10;377;21950
000557;0;116;116;10;0;0;0;0;0;10;381;21950
000564;0;117;117;10;0;0;0;0;0;10;386;21950
000569;0;117;117;10;0;0;0;0;0;10;390;21950
000575;0;118;118;10;0;0;0;0;0;10;394;21950
000581;0;119;119;10;0;0;0;0;0;10;398;21950
000588;0;119;119;10;0;0;0;0;0;10;403;21950
000593;0;119;119;10;0;0;0;0;0;10;407;21950
000599;0;120;120;10;0;0;0;0;0;10;411;21950
000604;0;120;120;10;0;0;0;0;0;10;415;21950
000610;0;120;120;10;0;0;0;0;0;10;419;21950
000616;0;121;121;10;0;0;0;0;0;10;423;21950
000621;0;121;121;10;0;0;0;0;0;10;427;21950
000628;0;121;121;10;0;0;0;0;0;10;432;21950
000635;0;121;121;10;0;0;0;0;0;10;437;21950
000643;0;122;122;10;0;0;0;0;0;10;442;21950
000648;0;122;122;10;0;0;0;0;0;10;446;21950
000656;0;122;122;10;0;0;0;0;0;10;451;21950
000664;0;124;124;10;0;0;0;1;0;10;457;21950
000673;0;124;124;10;0;0;0;1;0;10;463;21950
000681;0;125;125;10;0;0;0;1;0;10;470;21950
000686;0;125;125;10;0;0;0;1;0;10;473;21950
000695;0;127;127;10;0;0;0;1;0;10;482;21950
000701;0;128;128;10;0;0;0;1;0;10;486;21950
000711;0;129;129;10;0;0;0;1;0;10;493;21950
000719;0;130;130;10;0;0;0;1;0;10;499;21950
000726;0;131;131;10;0;0;0;1;0;10;504;21950
000733;0;132;132;10;0;0;0;1;0;10;509;21950
000741;2;132;132;10;0;0;0;1;0;10;525;21950
000750;0;134;134;10;0;0;0;1;0;10;532;21950
000755;0;134;134;10;0;0;0;1;0;10;537;21950
000765;0;135;135;10;0;0;0;1;0;10;544;21950
000770;0;135;135;10;0;0;0;1;0;10;548;21950
000778;0;137;137;10;0;0;0;1;0;10;554;21950
000787;0;137;137;10;0;0;0;1;0;10;560;21950
000792;0;138;138;10;0;0;0;1;0;10;564;21950
000798;0;139;139;10;0;0;0;1;1;10;568;21950
000803;0;139;139;10;0;0;0;1;1;10;571;21950
000808;0;139;139;10;0;0;0;1;1;10;575;21950
000813;0;139;139;10;0;0;0;1;1;10;579;21950
000822;1;139;139;10;0;0;0;1;1;10;590;21950
000831;0;140;140;10;0;0;0;1;1;10;596;21950
000839;0;140;140;10;0;0;0;1;1;10;602;21950
000848;0;141;141;10;0;0;0;1;1;10;608;21950
000854;0;141;141;10;0;0;0;1;1;10;612;21950
000864;0;142;142;10;0;0;0;1;1;10;620;21950
000871;0;144;144;10;0;0;0;1;1;10;626;21950
000876;0;144;144;10;0;0;0;1;1;10;629;21950
000883;1;146;146;10;0;0;0;1;1;10;636;21950
000892;0;147;147;10;0;0;0;1;1;10;642;21950
000897;0;147;147;10;0;0;0;1;1;10;646;21950
000905;0;148;148;10;0;0;0;1;1;10;651;21950
000910;0;148;148;10;0;0;0;1;1;10;655;21950
000915;0;148;148;10;0;0;0;1;1;10;658;21950
000921;0;148;148;10;0;0;0;1;1;10;663;21950
000926;0;148;148;10;0;0;0;1;1;10;666;21950
000933;0;150;150;10;0;0;0;1;1;10;672;21950
000942;0;151;151;10;0;0;0;1;1;10;678;21950
000950;0;151;151;10;0;0;0;1;1;10;683;21950
000955;0;151;151;10;0;0;0;1;1;10;687;21950
000962;0;152;152;10;0;0;0;1;1;10;692;21950
000970;0;152;152;10;0;0;0;1;1;10;698;21950
000979;0;152;152;10;0;0;0;1;1;10;704;21950
000985;0;153;153;10;0;0;0;1;1;10;708;21950
000990;0;153;153;10;0;0;0;1;1;10;712;21950
000995;0;153;153;10;0;0;0;1;1;10;715;21950
001002;0;153;153;10;0;0;0;1;1;10;720;21950
001011;0;153;153;10;0;0;0;1;1;10;727;21950
001016;0;153;153;10;0;0;0;1;1;10;730;21950
001025;0;154;154;10;0;0;0;1;1;10;737;21950
001030;0;154;154;10;0;0;0;1;1;10;740;21950
001037;0;154;154;10;0;0;0;1;1;10;745;21950
001047;0;154;154;10;0;0;0;1;1;10;752;21950
001056;0;155;155;10;0;0;0;1;1;10;759;21950
001061;0;155;155;10;0;0;0;1;1;10;762;21950
001071;0;155;155;10;0;0;0;1;1;10;769;21950
001077;0;156;156;10;0;0;0;1;1;10;773;21950
001085;0;158;158;10;0;0;0;1;1;10;779;21950
001091;0;158;158;10;0;0;0;1;1;10;783;21950
001101;0;159;159;10;0;0;0;1;1;10;790;21950
001106;0;159;159;10;0;0;0;1;1;10;794;21950
001111;0;159;159;10;0;0;0;1;1;10;797;21950
001119;0;159;159;10;0;0;0;1;1;10;803;21950
001129;0;161;161;10;0;0;0;1;1;10;810;21950
001135;0;161;161;10;0;0;0;1;1;10;815;21950
001141;0;162;162;10;0;0;0;1;1;10;819;21950
001146;0;162;162;10;0;0;0;1;1;10;822;21950
001151;0;162;162;10;0;0;0;1;1;10;826;21950
001156;0;162;162;10;0;0;0;1;1;10;829;21950
001164;0;163;163;10;0;0;0;1;1;10;835;21950
001169;0;163;163;10;0;0;0;1;1;10;838;21950
001174;0;163;163;10;0;0;0;1;1;10;842;21950
001181;0;163;163;10;0;0;0;1;1;10;847;21950
001186;0;163;163;10;0;0;0;1;1;10;850;21950
001191;0;163;163;10;0;0;0;1;1;10;854;21950
001198;0;164;164;10;0;0;0;1;1;10;859;21950
001204;0;164;164;10;0;0;0;1;1;10;863;21950
001210;0;165;165;10;0;0;0;1;1;10;868;21950
001218;0;165;165;10;0;0;0;1;1;10;873;21950
001223;0;165;165;10;0;0;0;1;1;10;877;21950
001228;0;165;165;10;0;0;0;1;1;10;880;21950
001235;0;165;165;10;0;0;0;1;1;10;885;21950
001240;0;165;165;10;0;0;0;1;1;10;889;21950
001246;0;165;165;10;0;0;0;1;1;10;893;21950
001251;0;165;165;10;0;0;0;1;1;10;896;21950
001257;0;165;165;10;0;0;0;1;1;10;901;21950
001262;0;165;165;10;0;0;0;1;1;10;904;21950
001269;0;165;165;10;0;0;0;1;1;10;909;21950
001275;0;166;166;10;0;0;0;1;1;10;914;21950
001280;0;166;166;10;0;0;0;1;1;10;917;21950
001288;0;168;168;10;0;0;0;1;1;10;923;21950
001293;0;168;168;10;0;0;0;1;1;10;926;21950
001298;0;168;168;10;0;0;0;1;1;10;930;21950
001307;0;168;168;10;0;0;0;1;1;10;936;21950
001316;0;169;169;10;0;0;0;1;1;10;942;21950
001321;0;169;169;10;0;0;0;1;1;10;946;21950
001330;0;169;169;10;0;0;0;1;1;10;953;21950
001335;0;169;169;10;0;0;0;1;1;10;956;21950
001341;0;169;169;10;0;0;0;1;1;10;960;21950
001348;0;170;170;10;0;0;0;1;1;10;965;21950
001353;0;170;170;10;0;0;0;1;1;10;969;21950
001358;0;170;170;10;0;0;0;1;1;10;972;21950
001366;0;170;170;10;0;0;0;1;1;10;978;21950
001371;0;170;170;10;0;0;0;1;1;10;982;21950
001379;0;171;171;10;0;0;0;1;1;10;987;21950
001387;0;171;171;10;0;0;0;1;1;10;993;21950
001392;0;171;171;10;0;0;0;1;1;10;996;21950
001398;0;172;172;10;0;0;0;1;1;10;1001;21950
001407;0;172;172;10;0;0;0;1;1;10;1007;21950
001415;0;173;173;10;0;0;0;1;1;10;1013;21950
001424;0;173;173;10;0;0;0;1;1;10;1019;21950
001429;0;173;173;10;0;0;0;1;1;10;1022;21950
001434;0;173;173;10;0;0;0;1;1;10;1026;21950
001439;0;174;174;10;0;0;0;1;1;10;1030;21950
001447;0;174;174;10;0;0;0;1;1;10;1035;21950
001452;0;174;174;10;0;0;0;1;1;10;1039;21950
001457;0;175;175;11;0;0;0;1;1;11;1043;21952
001462;0;175;175;11;0;0;0;1;1;11;1046;21952
001471;0;175;175;11;0;0;0;1;1;11;1052;21952
001476;0;175;175;11;0;0;0;1;1;11;1056;21952
001481;0;175;175;11;0;0;0;1;1;11;1059;21952
001491;0;175;175;11;0;0;0;1;1;11;1066;21952
001496;0;175;175;11;0;0;0;1;1;11;1070;21952
001502;0;175;175;11;0;0;0;1;1;11;1074;21952
001510;0;175;175;11;0;0;0;1;1;11;1080;21952
001518;0;176;176;11;0;0;0;1;1;11;1086;21952
001525;0;177;177;11;0;0;0;1;1;11;1091;21952
001530;0;177;177;11;0;0;0;1;1;11;1094;21952
001539;0;177;177;11;0;0;0;1;1;11;1100;21952
001546;0;177;177;11;0;0;0;1;1;11;1105;21952
001553;0;178;178;11;0;0;0;1;1;11;1111;21952
001558;0;178;178;11;0;0;0;1;1;11;1114;21952
001567;0;179;179;11;0;0;0;1;1;11;1120;21952
001572;0;179;179;11;0;0;0;1;1;11;1124;21952
001577;0;179;179;11;0;0;0;1;1;11;1127;21952
001585;0;179;179;11;0;0;0;1;1;11;1133;21952
001595;0;180;180;11;0;0;0;1;1;11;1140;21952
001602;0;180;180;11;0;0;0;1;1;11;1145;21952
001609;0;180;180;11;0;0;0;1;1;11;1150;21952
001614;0;180;180;11;0;0;0;1;1;11;1154;21952
001621;0;180;180;11;0;0;0;1;1;11;1159;21952
001626;0;180;180;11;0;0;0;1;1;11;1162;21952
001632;0;180;180;11;0;0;0;1;1;11;1166;21952
001637;0;180;180;11;0;0;0;1;1;11;1170;21952
001642;0;180;180;11;0;0;0;1;1;11;1174;21952
001647;0;180;180;11;0;0;0;1;1;11;1177;21952
001655;0;180;180;11;0;0;0;1;1;11;1183;21952
001660;0;180;180;11;0;0;0;1;1;11;1186;21952
001665;0;180;180;11;0;0;0;1;1;11;1190;21952
001670;0;180;180;11;0;0;0;1;1;11;1193;21952
001675;0;180;180;11;0;0;0;1;1;11;1197;21952
001682;0;181;181;11;0;0;0;1;1;11;1202;21952
001687;0;181;181;11;0;0;0;1;1;11;1205;21952
001695;0;181;181;11;0;0;0;1;1;11;1211;21952
001704;0;182;182;11;0;0;0;1;1;11;1217;21952
001709;0;182;182;11;0;0;0;1;1;11;1221;21952
001714;0;182;182;11;0;0;0;1;1;11;1224;21952
001719;0;182;182;11;0;0;0;1;1;11;1228;21952
001724;0;182;182;11;0;0;0;1;1;11;1231;21952
001731;0;182;182;11;0;0;0;1;1;11;1236;21952
001736;0;182;182;11;0;0;0;1;1;11;1240;21952
001741;0;182;182;11;0;0;0;1;1;11;1243;21952
001749;0;182;182;11;0;0;0;1;1;11;1249;21952
001754;0;182;182;11;0;0;0;1;1;11;1253;21952
001760;0;182;182;11;0;0;0;1;1;11;1257;21952
001765;0;182;182;11;0;0;0;1;1;11;1261;21952
001772;0;182;182;11;0;0;0;1;1;11;1265;21952
001777;0;182;182;11;0;0;0;1;1;11;1269;21952
001784;0;183;183;11;0;0;0;1;1;11;1274;21952
001791;0;183;183;11;0;0;0;1;1;11;1279;21952
001796;0;183;183;11;0;0;0;1;1;11;1283;21952
001803;0;183;183;11;0;0;0;1;1;11;1287;21952
001812;0;183;183;11;0;0;0;1;1;11;1294;21952
001821;0;184;184;11;0;0;0;1;1;11;1300;21952
001827;0;185;185;11;0;0;0;1;1;11;1305;21952
001832;0;185;185;11;0;0;0;1;1;11;1308;21952
001840;0;185;185;11;0;0;0;1;1;11;1314;21952
001845;0;185;185;11;0;0;0;1;1;11;1317;21952
001850;0;185;185;11;0;0;0;1;1;11;1321;21952
001855;0;185;185;11;0;0;0;1;1;11;1324;21952
001860;0;185;185;11;0;0;0;1;1;11;1328;21952
001867;0;187;187;11;0;0;0;1;2;11;1333;21952
001872;0;187;187;11;0;0;0;1;2;11;1336;21952
001878;3;187;187;11;0;0;0;1;2;11;1353;21952
001883;0;187;187;11;0;0;0;1;2;11;1357;21952
001892;0;187;187;11;0;0;0;1;2;11;1365;21952
001897;0;187;187;11;0;0;0;1;2;11;1369;21952
001904;0;188;188;11;0;0;0;1;2;11;1374;21952
001909;0;188;188;11;0;0;0;1;2;11;1378;21952
001915;0;189;189;11;0;0;0;1;2;11;1382;21952
001920;0;189;189;11;0;0;0;1;2;11;1385;21952
001926;0;189;189;11;0;0;0;1;2;11;1390;21952
001935;2;189;189;11;0;0;0;1;2;11;1411;21952
001944;0;189;189;11;0;0;0;1;2;11;1417;21952
001950;1;189;189;11;0;0;0;1;2;11;1423;21952
001955;0;189;189;11;0;0;0;1;2;11;1427;21952
001962;0;189;189;11;0;0;0;1;2;11;1432;21952
001967;0;189;189;11;0;0;0;1;2;11;1436;21952
001976;0;189;189;11;0;0;0;1;2;11;1442;21952
001982;0;190;190;11;0;0;0;1;2;11;1446;21952
001991;0;191;191;11;0;0;0;1;2;11;1453;21952
001996;0;191;191;11;0;0;0;1;2;11;1456;21952
002006;3;191;191;11;0;0;0;1;2;11;1495;21952
002011;0;191;191;11;0;0;0;1;2;11;1499;21952
002018;0;192;192;11;0;0;0;1;2;11;1504;21952
002023;0;192;192;11;0;0;0;1;2;11;1507;21952
002031;0;192;192;11;0;0;0;1;2;11;1513;21952
002036;0;192;192;11;0;0;0;1;2;11;1517;21952
002045;0;193;193;11;0;0;0;1;2;11;1523;21952
002050;0;193;193;11;0;0;0;1;2;11;1526;21952
002055;0;193;193;11;0;0;0;1;2;11;1530;21952
002060;0;193;193;11;0;0;0;1;2;11;1533;21952
002067;0;193;193;11;0;0;0;1;2;11;1538;21952
002072;0;193;193;11;0;0;0;1;2;11;1542;21952
002078;0;193;193;11;0;0;0;1;2;11;1546;21952
002083;0;193;193;11;0;0;0;1;2;11;1550;21952
002089;0;193;193;11;0;0;0;1;2;11;1554;21952
002095;0;193;193;11;0;0;0;1;2;11;1558;21952
002101;0;194;194;11;0;0;0;1;2;11;1562;21952
002106;0;194;194;11;0;0;0;1;2;11;1566;21952
002111;0;194;194;11;0;0;0;1;2;11;1569;21952
002116;0;194;194;11;0;0;0;1;2;11;1573;21952
002121;0;194;194;11;0;0;0;1;2;11;1576;21952
002126;0;194;194;11;0;0;0;1;2;11;1580;21952
002131;0;194;194;11;0;0;0;1;2;11;1584;21952
002137;0;194;194;11;0;0;0;1;2;11;1588;21952
002143;0;194;194;11;0;0;0;1;2;11;1592;21952
002148;0;194;194;11;0;0;0;1;2;11;1596;21952
002153;0;194;194;11;0;0;0;1;2;11;1599;21952
002161;0;194;194;11;0;0;0;1;2;11;1605;21952
002170;0;194;194;11;0;0;0;1;2;11;1611;21952
002176;0;194;194;11;0;0;0;1;2;11;1615;21952
002183;0;194;194;11;0;0;0;1;2;11;1620;21952
002192;0;195;195;11;0;0;0;1;2;11;1627;21952
002199;0;195;195;11;0;0;0;1;2;11;1632;21952
002208;0;195;195;11;0;0;0;1;2;11;1638;21952
002216;0;196;196;11;0;0;0;1;2;11;1644;21952
002221;0;196;196;11;0;0;0;1;2;11;1648;21952
002228;0;196;196;11;0;0;0;1;2;11;1653;21952
002233;0;196;196;11;0;0;0;1;2;11;1656;21952
002240;0;196;196;11;0;0;0;1;2;11;1661;21952
002245;0;196;196;11;0;0;0;1;2;11;1664;21952
002254;0;197;197;11;0;0;0;1;2;11;1671;21952
002259;0;197;197;11;0;0;0;1;2;11;1674;21952
002264;0;197;197;11;0;0;0;1;2;11;1678;21952
002269;0;197;197;11;0;0;0;1;2;11;1681;21952
002279;0;197;197;11;0;0;0;1;2;11;1688;21952
002285;0;197;197;11;0;0;0;1;2;11;1693;21952
002294;0;198;198;11;0;0;0;1;2;11;1699;21952
002300;0;199;199;11;0;0;0;1;2;11;1703;21952
002305;0;199;199;11;0;0;0;1;2;11;1707;21952
002314;0;199;199;11;0;0;0;1;2;11;1713;21952
002321;0;200;200;11;0;0;0;1;2;11;1718;21952
002326;0;200;200;11;0;0;0;1;2;11;1722;21952
002331;0;200;200;11;0;0;0;1;2;11;1725;21952
002336;0;200;200;11;0;0;0;1;2;11;1729;21952
002343;0;200;200;11;0;0;0;1;2;11;1734;21952
002348;0;200;200;11;0;0;0;1;2;11;1738;21952
002353;0;200;200;11;0;0;0;1;2;11;1741;21952
002362;0;200;200;11;0;0;0;1;2;11;1747;21952
002370;0;201;201;11;0;0;0;1;2;11;1753;21952
002380;0;201;201;11;0;0;0;1;2;11;1760;21952
002387;0;201;201;11;0;0;0;1;2;11;1765;21952
002394;0;202;202;11;0;0;0;1;2;11;1770;21952
002399;0;202;202;11;0;0;0;1;2;11;1774;21952
002407;0;203;203;11;0;0;0;1;2;11;1780;21952
002413;0;204;204;11;0;0;0;1;2;11;1784;21952
002418;0;204;204;11;0;0;0;1;2;11;1787;21952
002423;0;204;204;11;0;0;0;1;2;11;1791;21952
002428;0;204;204;11;0;0;0;1;2;11;1794;21952
002433;0;204;204;11;0;0;0;1;2;11;1798;21952
002438;0;204;204;11;0;0;0;1;2;11;1801;21952
002445;0;204;204;11;0;0;0;1;2;11;1806;21952
002451;0;204;204;11;0;0;0;1;2;11;1810;21952
002456;0;204;204;11;0;0;0;1;2;11;1814;21952
002463;0;204;204;11;0;0;0;1;2;11;1819;21952
002469;0;204;204;11;0;0;0;1;2;11;1823;21952
002475;0;204;204;11;0;0;0;1;2;11;1827;21952
002483;0;205;205;11;0;0;0;1;2;11;1833;21952
002488;0;205;205;11;0;0;0;1;2;11;1837;21952
002493;0;205;205;11;0;0;0;1;2;11;1840;21952
002498;0;205;205;11;0;0;0;1;2;11;1844;21952
002506;0;205;205;11;0;0;0;1;2;11;1850;21952
002511;0;205;205;11;0;0;0;1;2;11;1853;21952
002516;0;205;205;11;0;0;0;1;2;11;1857;21952
002521;0;205;205;11;0;0;0;1;2;11;1860;21952
002526;0;205;205;11;0;0;0;1;2;11;1864;21952
002531;0;205;205;11;0;0;0;1;2;11;1867;21952
002536;0;205;205;11;0;0;0;1;2;11;1871;21952
002541;0;205;205;11;0;0;0;1;2;11;1874;21952
002546;0;205;205;11;0;0;0;1;2;11;1878;21952
002551;0;205;205;11;0;0;0;1;2;11;1881;21952
002561;0;205;205;11;0;0;0;1;2;11;1888;21952
002566;0;205;205;11;0;0;0;1;2;11;1892;21952
002571;0;205;205;11;0;0;0;1;2;11;1896;21952
002576;0;205;205;11;0;0;0;1;2;11;1899;21952
002582;6;205;205;11;0;0;0;1;2;11;1935;21952
002592;0;205;205;11;0;0;0;1;2;11;1942;21952
002597;0;205;205;11;0;0;0;1;2;11;1946;21952
002602;0;205;205;11;0;0;0;1;2;11;1950;21952
002607;0;205;205;11;0;0;0;1;2;11;1953;21952
002615;0;205;205;11;0;0;0;1;2;11;1959;21952
002620;0;205;205;11;0;0;0;1;2;11;1962;21952
002628;0;205;205;11;0;0;0;1;2;11;1968;21952
002633;0;205;205;11;0;0;0;1;2;11;1971;21952
002641;0;205;205;11;0;0;0;1;2;11;1977;21952
002646;0;205;205;11;0;0;0;1;2;11;1981;21952
002655;0;205;205;11;0;0;0;1;2;11;1987;21952
002660;0;205;205;11;0;0;0;1;2;11;1991;21952
002669;0;205;205;11;0;0;0;1;2;11;1997;21952
002674;0;205;205;11;0;0;0;1;2;11;2001;21952
002679;0;205;205;11;0;0;0;1;2;11;2004;21952
002689;0;205;205;11;0;0;0;1;2;11;2011;21952
002694;0;205;205;11;0;0;0;1;2;11;2015;21952
002699;0;205;205;11;0;0;0;1;2;11;2018;21952
002704;0;205;205;11;0;0;0;1;2;11;2022;21952
002709;0;205;205;11;0;0;0;1;2;11;2025;21952
002715;0;205;205;11;0;0;0;1;2;11;2029;21952
002720;0;205;205;11;0;0;0;1;2;11;2033;21952
002725;0;205;205;11;0;0;0;1;2;11;2036;21952
002730;0;205;205;11;0;0;0;1;2;11;2040;21952
002735;0;205;205;11;0;0;0;1;2;11;2043;21952
002740;0;205;205;11;0;0;0;1;2;11;2047;21952
002747;0;206;206;11;0;0;0;1;2;11;2052;21952
002752;0;206;206;11;0;0;0;1;2;11;2056;21952
002757;0;206;206;11;0;0;0;1;2;11;2059;21952
002763;0;207;207;11;0;0;0;1;2;11;2064;21952
002773;0;208;208;11;0;0;0;1;2;11;2070;21952
002778;0;208;208;11;0;0;0;1;2;11;2074;21952
002783;0;208;208;11;0;0;0;1;2;11;2078;21952
002788;0;208;208;11;0;0;0;1;2;11;2081;21952
002797;0;208;208;11;0;0;0;1;2;11;2087;21952
002802;0;208;208;11;0;0;0;1;2;11;2091;21952
002807;0;208;208;11;0;0;0;1;2;11;2094;21952
002812;0;208;208;11;0;0;0;1;2;11;2098;21952
002817;0;208;208;11;0;0;0;1;2;11;2101;21952
002822;0;208;208;11;0;0;0;1;2;11;2105;21952
002830;0;208;208;11;0;0;0;1;2;11;2111;21952
002840;0;208;208;11;0;0;0;1;2;11;2118;21952
002847;0;208;208;11;0;0;0;1;2;11;2123;21952
002852;0;208;208;11;0;0;0;1;2;11;2127;21952
002859;0;208;208;11;0;0;0;1;2;11;2131;21952
002865;0;208;208;11;0;0;0;1;2;11;2135;21952
002875;0;208;208;11;0;0;0;1;2;11;2142;21952
002882;0;209;209;11;0;0;0;1;2;11;2147;21952
002889;0;210;210;11;0;0;0;1;2;11;2152;21952
002894;0;210;210;11;0;0;0;1;2;11;2156;21952
002899;0;210;210;11;0;0;0;1;2;11;2159;21952
002904;0;210;210;11;0;0;0;1;2;11;2163;21952
002909;0;210;210;11;0;0;0;1;2;11;2167;21952
002914;0;210;210;11;0;0;0;1;2;11;2170;21952
002919;0;210;210;11;0;0;0;1;2;11;2174;21952
002928;0;210;210;11;0;0;0;1;2;11;2180;21952
002933;0;210;210;11;0;0;0;1;2;11;2184;21952
002938;0;210;210;11;0;0;0;1;2;11;2187;21952
002943;0;210;210;11;0;0;0;1;2;11;2191;21952
002952;0;210;210;11;0;0;0;1;2;11;2197;21952
002959;0;210;210;11;0;0;0;1;2;11;2202;21952
002964;0;210;210;11;0;0;0;1;2;11;2206;21952
002969;0;210;210;11;0;0;0;1;2;11;2209;21952
002974;0;210;210;11;0;0;0;1;2;11;2213;21952
002979;0;210;210;11;0;0;0;1;2;11;2216;21952
002986;0;210;210;11;0;0;0;1;2;11;2221;21952
002992;0;210;210;11;0;0;0;1;2;11;2225;21952
002997;0;210;210;11;0;0;0;1;2;11;2229;21952
003003;0;210;210;11;0;0;0;1;2;11;2233;21952
003011;0;210;210;11;0;0;0;1;2;11;2239;21952
003016;0;210;210;11;0;0;0;1;2;11;2243;21952
003026;0;210;210;11;0;0;0;1;2;11;2249;21952
003031;0;210;210;11;0;0;0;1;2;11;2253;21952
003036;0;210;210;11;0;0;0;1;2;11;2256;21952
003045;0;210;210;11;0;0;0;1;2;11;2263;21952
003050;0;210;210;11;0;0;0;1;2;11;2267;21952
003055;0;210;210;11;0;0;0;1;2;11;2270;21952
003063;0;211;211;11;0;0;0;1;2;11;2276;21952
003068;0;211;211;11;0;0;0;1;2;11;2279;21952
003073;0;211;211;11;0;0;0;1;2;11;2283;21952
